,income_type,children,days_employed,dob_years,education_id,family_status_id,gender,debt,total_income,purpose,total_income_category,purpose_category
10390,сотрудник,0,418.15436293136963,46,1,0,M,0,224152,получение дополнительного образования,B,получение образования
10391,сотрудник,2,2884.6727961256315,42,1,0,F,0,106602,ремонт жилью,C,операции с недвижимостью
10392,госслужащий,1,1059.1437549360003,29,0,0,M,0,108089,операции с недвижимостью,C,операции с недвижимостью
10393,компаньон,1,3129.804682394001,26,0,0,F,0,226331,операции с коммерческой недвижимостью,B,операции с недвижимостью
10394,сотрудник,0,8101.99104771903,44,0,1,F,0,225891,сыграть свадьбу,B,проведение свадьбы
10395,компаньон,0,3944.0509502215778,42,0,0,M,0,290531,ремонт жилью,B,операции с недвижимостью
10396,пенсионер,1,345292.1074326054,63,1,0,F,0,116806,ремонт жилью,C,операции с недвижимостью
10397,сотрудник,0,1205.9293170828298,38,1,1,F,0,124452,сыграть свадьбу,C,проведение свадьбы
10398,сотрудник,1,1004.0211055195148,36,0,4,F,0,148410,покупка коммерческой недвижимости,C,операции с недвижимостью
10399,госслужащий,0,1154.8874850711775,23,2,1,F,0,81351,строительство собственной недвижимости,C,операции с недвижимостью
10400,сотрудник,0,2194.220566878695,30,1,1,M,0,142594,сыграть свадьбу,C,проведение свадьбы
10401,сотрудник,0,2194.220566878695,58,1,0,M,0,142594,покупка недвижимости,C,операции с недвижимостью
10402,сотрудник,1,1612.279282549937,41,1,0,F,0,168930,ремонт жилью,C,операции с недвижимостью
10403,госслужащий,0,3094.4105846214043,32,0,0,F,0,269538,покупка жилой недвижимости,B,операции с недвижимостью
10404,госслужащий,0,3126.707180061126,53,1,0,F,0,87294,недвижимость,C,операции с недвижимостью
10405,сотрудник,0,2442.7635202104666,0,1,4,M,0,216923,сделка с подержанным автомобилем,B,операции с автомобилем
10406,компаньон,0,873.6831787169317,57,0,0,F,0,175525,покупка жилой недвижимости,C,операции с недвижимостью
10407,госслужащий,0,2194.220566878695,60,1,0,F,0,150447,на покупку автомобиля,C,операции с автомобилем
10408,компаньон,0,2988.6930499875316,31,2,4,F,0,201192,строительство жилой недвижимости,B,операции с недвижимостью
10409,сотрудник,2,661.6893860705061,37,0,3,F,0,279401,на покупку подержанного автомобиля,B,операции с автомобилем
10410,госслужащий,0,2194.220566878695,58,1,0,M,0,150447,жилье,C,операции с недвижимостью
10411,компаньон,0,2194.220566878695,42,1,0,F,0,172357,заняться высшим образованием,C,получение образования
10412,сотрудник,2,5181.722842965532,34,1,0,M,0,130483,автомобили,C,операции с автомобилем
10413,компаньон,0,3991.235148654806,41,1,4,M,0,133390,на покупку своего автомобиля,C,операции с автомобилем
